project,street,type,district,segment,tenure,commence,sale,area,price,level,date
VILLA MARINA,JALAN SEMPADAN,Condominium,15,OCR,99 years,1995.0,Resale,1915.99,2299188.0,01 to 05,Jul-24
REGENT HEIGHTS,BUKIT BATOK EAST AVENUE 5,Condominium,23,OCR,99 years,1995.0,Resale,1022.58,1079844.48,16 to 20,Jul-24
CUSCADEN RESERVE,CUSCADEN ROAD,Condominium,10,CCR,99 years,2018.0,Resale,936.47,2668003.0300000003,11 to 15,Jul-24
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 years,2018.0,Resale,1087.16,1779680.9200000002,06 to 10,Jul-24
PARC VISTA,CORPORATION ROAD,Condominium,22,OCR,99 years,1995.0,Resale,1280.92,1374427.16,01 to 05,Jul-24
TERRENE AT BUKIT TIMAH,JALAN JURONG KECHIL,Condominium,21,RCR,freehold,1885.0,Resale,990.29,1920172.31,01 to 05,Jul-24
THE MAYFAIR,JURONG EAST STREET 32,Condominium,22,OCR,99 years,1996.0,Resale,1194.8,1405084.8,11 to 15,Jul-24
REGENT GROVE,CHOA CHU KANG NORTH 7,Condominium,23,OCR,99 years,1997.0,Resale,1173.28,1100536.64,11 to 15,Jul-24
WILKIE 80,WILKIE ROAD,Apartment,9,CCR,freehold,,Resale,409.03,736254.0,01 to 05,Jul-24
ASTOR GREEN,PINE GROVE,Condominium,21,RCR,99 years,1991.0,Resale,1065.64,1480173.9600000002,06 to 10,Jul-24
RIVERSAILS,UPPER SERANGOON CRESCENT,Condominium,19,OCR,99 years,2011.0,Resale,1108.69,1599839.6700000002,11 to 15,Jul-24
THE LUXURIE,COMPASSVALE ROAD,Condominium,19,OCR,99 years,2011.0,Resale,1054.87,1649816.68,11 to 15,Jul-24
THE FLORENCE RESIDENCES,HOUGANG AVENUE 2,Apartment,19,OCR,99 years,2018.0,Sub Sale,635.08,1089162.2000000002,01 to 05,Jul-24
MIRAGE TOWER,KIM SENG ROAD,Condominium,9,CCR,freehold,,Resale,570.49,1314979.45,21 to 25,Jul-24
DOUBLE BAY RESIDENCES,SIMEI STREET 4,Condominium,18,OCR,99 years,2008.0,Resale,1367.03,1900171.7,06 to 10,Jul-24
THE CONTINUUM,THIAM SIEW AVENUE,Apartment,15,RCR,freehold,,New Sale,667.37,1877979.18,11 to 15,Jul-24
THOMSON HILLS ESTATE,THOMSON HILLS DRIVE,Apartment,20,OCR,freehold,,Resale,1636.13,2320032.3400000003,01 to 05,Jul-24
THE SIXTH AVENUE RESIDENCES,SIXTH AVENUE,Condominium,10,CCR,freehold,,Resale,968.76,2250429.48,01 to 05,Jul-24
ONE EIGHTIES RESIDENCES,JOO CHIAT TERRACE,Apartment,15,RCR,freehold,,Resale,645.84,1145074.32,01 to 05,Jul-24
HILLOCK GREEN,LENTOR CENTRAL,Apartment,26,OCR,99 years,2022.0,New Sale,1313.21,2799763.72,16 to 20,Jul-24
HILLOCK GREEN,LENTOR CENTRAL,Apartment,26,OCR,99 years,2022.0,New Sale,1022.58,2123898.66,01 to 05,Jul-24
SCENECA RESIDENCE,TANAH MERAH KECHIL LINK,Apartment,16,OCR,99 years,2021.0,New Sale,1367.03,2500297.87,11 to 15,Jul-24
LENTORIA,LENTOR HILLS ROAD,Condominium,26,OCR,99 years,2022.0,New Sale,699.66,1760344.5599999998,01 to 05,Jul-24
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 years,2018.0,Resale,1011.82,1715034.9,01 to 05,Jul-24
SPRING GROVE,GRANGE ROAD,Condominium,10,CCR,99 years,1991.0,Resale,1786.82,3239504.6599999997,06 to 10,Jul-24
LENTOR MANSION,LENTOR GARDENS,Apartment,26,OCR,99 years,2023.0,New Sale,1022.58,2268082.44,01 to 05,Jul-24
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 years,2018.0,Resale,1033.34,1729811.16,06 to 10,Jul-24
BEVERLY HILL,GRANGE ROAD,Condominium,10,CCR,freehold,,Resale,3778.16,9150703.52,01 to 05,Jul-24
BARTLEY VUE,JALAN BUNGA RAMPAI,Apartment,19,RCR,99 years,2020.0,New Sale,1044.11,2136249.0599999996,01 to 05,Jul-24
TEMBUSU GRAND,JALAN TEMBUSU,Condominium,15,RCR,99 years,2022.0,New Sale,527.44,1368179.36,11 to 15,Jul-24
# 1 SUITES,LORONG 20 GEYLANG,Apartment,14,RCR,freehold,,Resale,581.26,709718.46,06 to 10,Jul-24
CARDIFF RESIDENCE,CARDIFF GROVE,Condominium,19,OCR,99 years,2011.0,Resale,419.8,698967.0,01 to 05,Jul-24
WATER PLACE,TANJONG RHU ROAD,Condominium,15,RCR,99 years,1998.0,Resale,1216.33,2049516.05,01 to 05,Jul-24
HUME PARK II,HUME AVENUE,Condominium,21,OCR,freehold,,Resale,968.76,1718580.24,06 to 10,Jul-24
JOOL SUITES,SING JOO WALK,Apartment,8,RCR,freehold,,Resale,409.03,714984.44,01 to 05,Jul-24
SOLEIL @ SINARAN,SINARAN DRIVE,Condominium,11,CCR,99 years,2006.0,Resale,581.26,1088118.72,06 to 10,Jul-24
BEDOK RESIDENCES,BEDOK NORTH DRIVE,Apartment,16,OCR,99 years,2011.0,Resale,882.65,1600244.45,11 to 15,Jul-24
THE DAIRY FARM,DAIRY FARM ROAD,Condominium,23,OCR,freehold,,Resale,2206.62,3400401.42,01 to 05,Jul-24
THOMSON GRAND,SIN MING WALK,Condominium,20,RCR,99 years,2010.0,Resale,2066.69,3038034.3000000003,01 to 05,Jul-24
BLUE HORIZON,WEST COAST CRESCENT,Condominium,5,OCR,99 years,2000.0,Resale,1151.75,1590566.75,11 to 15,Jul-24
CONCOURSE SKYLINE,BEACH ROAD,Apartment,7,CCR,99 years,2008.0,Resale,861.12,1799740.8,21 to 25,Jul-24
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,OCEAN WAY,Condominium,4,CCR,99 years,2006.0,Resale,1259.39,2343724.79,01 to 05,Jul-24
EAST MEADOWS,TANAH MERAH KECHIL ROAD,Condominium,16,OCR,99 years,1998.0,Resale,1216.33,1575147.35,01 to 05,Jul-24
MY MANHATTAN,SIMEI STREET 3,Condominium,18,OCR,99 years,2010.0,Resale,505.91,812997.37,06 to 10,Jul-24
SILVERSEA,MARINE PARADE ROAD,Condominium,15,RCR,99 years,2007.0,Resale,979.52,2079520.96,01 to 05,Jul-24
RIVER ISLES,EDGEDALE PLAINS,Condominium,19,OCR,99 years,2012.0,Resale,893.41,1270429.02,06 to 10,Jul-24
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,Condominium,18,OCR,99 years,2012.0,Resale,1076.4,1260464.4,01 to 05,Jul-24
AQUARINE GARDENS,UPPER EAST COAST ROAD,Apartment,15,OCR,freehold,,Resale,731.95,1220160.65,01 to 05,Jul-24
BOTANIQUE AT BARTLEY,UPPER PAYA LEBAR ROAD,Condominium,19,OCR,99 years,2014.0,Resale,495.14,915018.72,06 to 10,Jul-24
SUITES @ PAYA LEBAR,UPPER PAYA LEBAR ROAD,Apartment,19,OCR,freehold,,Resale,1237.86,1199486.34,01 to 05,Jul-24
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 years,2018.0,Resale,914.94,1590165.7200000002,06 to 10,Jul-24
NORMANTON PARK,NORMANTON PARK,Apartment,5,RCR,99 years,2019.0,Sub Sale,656.6,1386082.6,01 to 05,Jul-24
FLO RESIDENCE,PUNGGOL FIELD WALK,Condominium,19,OCR,99 years,2011.0,Resale,764.24,1037837.92,06 to 10,Jul-24
MONTEBLEU,MINBU ROAD,Condominium,11,CCR,freehold,,Resale,807.3,1620251.1,26 to 30,Jul-24
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 years,2014.0,Resale,1076.4,2650096.8000000003,06 to 10,Jul-24
BRADDELL VIEW,BRADDELL HILL,Apartment,20,RCR,others,1978.0,Resale,1797.59,1829946.62,01 to 05,Jul-24
EUPHONY GARDENS,JALAN MATA AYER,Condominium,27,OCR,99 years,1998.0,Resale,958.0,880402.0,01 to 05,Jul-24
REGENT HEIGHTS,BUKIT BATOK EAST AVENUE 5,Condominium,23,OCR,99 years,1995.0,Resale,1216.33,1314852.73,26 to 30,Jul-24
RIO VISTA,UPPER SERANGOON VIEW,Condominium,19,OCR,99 years,2001.0,Resale,2378.84,2419280.2800000003,11 to 15,Jul-24
FORETT@BUKIT TIMAH,TOH TUCK ROAD,Apartment,21,RCR,freehold,,Sub Sale,979.52,2359663.68,01 to 05,Jul-24
RIO VISTA,UPPER SERANGOON VIEW,Condominium,19,OCR,99 years,2001.0,Resale,1248.62,1499592.62,16 to 20,Jul-24
THE ADDITION,MEYAPPA CHETTIAR ROAD,Apartment,13,RCR,freehold,,Resale,947.23,1918140.75,06 to 10,Jul-24
KIM SIA COURT,JALAN JINTAN,Apartment,9,CCR,freehold,,Resale,1065.64,2180299.4400000004,01 to 05,Jul-24
THOMSON IMPRESSIONS,LORONG PUNTONG,Apartment,20,RCR,99 years,2015.0,Resale,731.95,1480002.9,11 to 15,Jul-24
ARCHIPELAGO,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 years,2011.0,Resale,527.44,820169.2000000001,01 to 05,Jul-24
GEM RESIDENCES,LORONG 5 TOA PAYOH,Condominium,12,RCR,99 years,2015.0,Sub Sale,1313.21,2518736.7800000003,11 to 15,Jul-24
SEA ESTA,PASIR RIS LINK,Condominium,18,OCR,99 years,2012.0,Resale,1205.57,1609435.95,06 to 10,Jul-24
PARC SEABREEZE,JOO CHIAT ROAD,Apartment,15,RCR,freehold,,Resale,1291.68,2950197.12,01 to 05,Jul-24
THE YARDLEY,UPPER SERANGOON ROAD,Apartment,19,OCR,freehold,,Resale,1270.15,2264677.45,01 to 05,Jul-24
THE TESSARINA,WILBY ROAD,Condominium,10,CCR,freehold,,Resale,3670.52,6001300.2,06 to 10,Jul-24
QUINTERRA,HOLLAND ROAD,Apartment,10,CCR,99 years,2006.0,Resale,1679.18,2767288.64,06 to 10,Jul-24
GUILLEMARD EDGE,LORONG 30 GEYLANG,Apartment,14,RCR,freehold,,Resale,441.32,770103.4,01 to 05,Jul-24
LIVIA,PASIR RIS GROVE,Condominium,18,OCR,99 years,2008.0,Resale,1259.39,1525121.29,01 to 05,Jul-24
SAVANNAH CONDOPARK,SIMEI RISE,Condominium,18,OCR,99 years,2000.0,Resale,1227.1,1400121.1,06 to 10,Jul-24
CHANGI COURT,UPPER CHANGI ROAD EAST,Condominium,16,OCR,freehold,,Resale,968.76,1279731.96,01 to 05,Jul-24
FLO RESIDENCE,PUNGGOL FIELD WALK,Condominium,19,OCR,99 years,2011.0,Resale,1345.5,1780096.5,11 to 15,Jul-24
PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 years,2019.0,Sub Sale,721.19,1375309.33,06 to 10,Jul-24
THE LANAI,HILLVIEW AVENUE,Condominium,23,OCR,freehold,1885.0,Resale,947.23,1450209.13,01 to 05,Jul-24
HILLSIDE MANSIONS,HILLSIDE DRIVE,Apartment,19,OCR,freehold,,Resale,1194.8,1519785.6,01 to 05,Jul-24
REGENT PARK,JALAN LEMPENG,Condominium,5,OCR,99 years,1993.0,Resale,1130.22,1474937.1,01 to 05,Jul-24
FLAMINGO VALLEY,SIGLAP ROAD,Condominium,15,OCR,freehold,,Resale,1205.57,2208604.24,01 to 05,Jul-24
CENTRO MANSIONS,LORONG 32 GEYLANG,Apartment,14,RCR,freehold,,Resale,1194.8,1480357.2,06 to 10,Jul-24
THE RESERVE RESIDENCES,JALAN ANAK BUKIT,Apartment,21,RCR,99 years,2021.0,New Sale,1625.36,4022765.999999999,16 to 20,Jul-24
GRAND DUNMAN,DUNMAN ROAD,Apartment,15,RCR,99 years,2022.0,New Sale,775.01,2066176.66,01 to 05,Jul-24
THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 years,2020.0,New Sale,678.13,2024896.18,36 to 40,Jul-24
THE LAKEGARDEN RESIDENCES,YUAN CHING ROAD,Apartment,22,OCR,99 years,2023.0,New Sale,1237.86,2715864.84,06 to 10,Jul-24
THE LAKEGARDEN RESIDENCES,YUAN CHING ROAD,Apartment,22,OCR,99 years,2023.0,New Sale,1097.93,2460461.1300000004,11 to 15,Jul-24
THE MYST,UPPER BUKIT TIMAH ROAD,Condominium,23,OCR,99 years,2023.0,New Sale,516.67,1233807.96,21 to 25,Jul-24
THE LAKEGARDEN RESIDENCES,YUAN CHING ROAD,Apartment,22,OCR,99 years,2023.0,New Sale,678.13,1513586.16,06 to 10,Jul-24
TEMBUSU GRAND,JALAN TEMBUSU,Condominium,15,RCR,99 years,2022.0,New Sale,1431.61,3484538.74,06 to 10,Jul-24
TEMBUSU GRAND,JALAN TEMBUSU,Condominium,15,RCR,99 years,2022.0,New Sale,1431.61,3401505.36,06 to 10,Jul-24
ONE BERNAM,BERNAM STREET,Apartment,2,CCR,99 years,2019.0,New Sale,807.3,2287888.1999999997,21 to 25,Jul-24
THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 years,2020.0,New Sale,678.13,2039815.04,36 to 40,Jul-24
THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 years,2020.0,New Sale,1076.4,2920273.2,36 to 40,Jul-24
THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 years,2020.0,New Sale,1076.4,2939648.4000000004,36 to 40,Jul-24
THE CONTINUUM,THIAM SIEW AVENUE,Apartment,15,RCR,freehold,,New Sale,645.84,1756038.9600000002,01 to 05,Jul-24
COSTA RHU,RHU CROSS,Condominium,15,RCR,99 years,1994.0,Resale,1765.3,2750337.4,11 to 15,Jul-24
KANDIS RESIDENCE,KANDIS LINK,Condominium,27,OCR,99 years,2016.0,Resale,1022.58,1420363.62,01 to 05,Jul-24
THE RESERVE RESIDENCES,JALAN ANAK BUKIT,Apartment,21,RCR,99 years,2021.0,New Sale,1625.36,4256817.84,26 to 30,Jul-24
THE LANDMARK,CHIN SWEE ROAD,Condominium,3,RCR,99 years,2020.0,New Sale,678.13,2046596.34,36 to 40,Jul-24
MIDTOWN MODERN,TAN QUEE LAN STREET,Apartment,7,CCR,99 years,2019.0,New Sale,1808.35,6638452.85,26 to 30,Jul-24
AALTO,MEYER ROAD,Condominium,15,RCR,freehold,,Resale,2443.43,6150113.31,06 to 10,Jul-24
THE BAYSHORE,BAYSHORE ROAD,Condominium,16,OCR,99 years,1993.0,Resale,925.7,1230255.3,06 to 10,Jul-24
THE VERANDAH RESIDENCES,PASIR PANJANG ROAD,Apartment,5,RCR,freehold,,Resale,1194.8,2288042.0,01 to 05,Jul-24
ALEX RESIDENCES,ALEXANDRA VIEW,Apartment,3,RCR,99 years,2013.0,Resale,925.7,1950449.9,01 to 05,Jul-24
THE CONTINUUM,THIAM SIEW AVENUE,Apartment,15,RCR,freehold,,New Sale,1087.16,3038612.2,01 to 05,Jul-24
THE LUXURIE,COMPASSVALE ROAD,Condominium,19,OCR,99 years,2011.0,Resale,1722.24,1799740.8,01 to 05,Jul-24
URBAN RESORT CONDOMINIUM,CAIRNHILL ROAD,Condominium,9,CCR,freehold,,Resale,2551.07,6280734.340000001,06 to 10,Jul-24
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 years,2018.0,Resale,678.13,1099926.86,01 to 05,Jul-24
THOMSON THREE,BRIGHT HILL DRIVE,Apartment,20,RCR,99 years,2012.0,Resale,1140.98,2449684.06,16 to 20,Jul-24
RIVERFRONT RESIDENCES,HOUGANG AVENUE 7,Apartment,19,OCR,99 years,2018.0,Sub Sale,871.88,1550202.64,06 to 10,Jul-24
THE BOTANY AT DAIRY FARM,DAIRY FARM WALK,Condominium,23,OCR,99 years,2022.0,New Sale,1033.34,2033613.12,01 to 05,Jul-24
LENTOR MANSION,LENTOR GARDENS,Apartment,26,OCR,99 years,2023.0,New Sale,1022.58,2297737.26,01 to 05,Jul-24
THE SEAFRONT ON MEYER,MEYER ROAD,Condominium,15,RCR,freehold,,Resale,2098.98,4699616.22,11 to 15,Jul-24
RIVER ISLES,EDGEDALE PLAINS,Condominium,19,OCR,99 years,2012.0,Resale,516.67,810138.5599999999,16 to 20,Jul-24
THE TRE VER,POTONG PASIR AVENUE 1,Condominium,13,RCR,99 years,2018.0,Resale,742.72,1468357.44,16 to 20,Jul-24
COTE D'AZUR,MARINE PARADE ROAD,Condominium,15,RCR,99 years,2001.0,Resale,1356.26,2119834.38,01 to 05,Jul-24
SENGKANG GRAND RESIDENCES,COMPASSVALE BOW,Apartment,19,OCR,99 years,2018.0,Sub Sale,678.13,1339984.88,11 to 15,Jul-24
SORA,YUAN CHING ROAD,Apartment,22,OCR,99 years,2023.0,New Sale,538.2,1229787.0,16 to 20,Jul-24
CLAVON,CLEMENTI AVENUE 1,Apartment,5,OCR,99 years,2019.0,Sub Sale,764.24,1530008.48,16 to 20,Jul-24
ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 years,2016.0,Resale,1044.11,2649951.1799999997,31 to 35,Jul-24
THE PROMENADE@PELIKAT,JALAN PELIKAT,Apartment,19,OCR,freehold,,Resale,484.38,749820.24,01 to 05,Jul-24
NINETEEN SHELFORD ROAD,SHELFORD ROAD,Condominium,11,CCR,freehold,,Resale,850.36,1680311.36,01 to 05,Jul-24
URBAN VISTA,TANAH MERAH KECHIL LINK,Condominium,16,OCR,99 years,2012.0,Resale,592.02,930063.42,06 to 10,Jul-24
STRATFORD COURT,BEDOK RIA CRESCENT,Condominium,16,OCR,99 years,1995.0,Resale,1743.77,2000104.19,01 to 05,Jul-24
HILBRE28,HILLSIDE DRIVE,Apartment,19,OCR,freehold,1876.0,Resale,1410.08,2089738.56,01 to 05,Jul-24
NEPTUNE COURT,MARINE VISTA,Apartment,15,OCR,99 years,1976.0,Resale,1270.15,1299363.4500000002,06 to 10,Jul-24
SUITES @ GUILLEMARD,LIM AH WOO ROAD,Apartment,15,RCR,freehold,,Resale,796.54,1150203.76,01 to 05,Jul-24
REGENTVILLE,HOUGANG STREET 92,Apartment,19,OCR,99 years,1996.0,Resale,979.52,1119591.36,01 to 05,Jul-24
JADESCAPE,SHUNFU ROAD,Condominium,20,RCR,99 years,2018.0,Resale,1259.39,2909190.9000000004,06 to 10,Jul-24
D'BANYAN,JALAN SENDUDOK,Apartment,27,OCR,freehold,1885.0,Resale,1140.98,1299576.22,01 to 05,Jul-24
THE WATERSIDE,TANJONG RHU ROAD,Condominium,15,RCR,freehold,,Resale,2142.04,3919933.2,01 to 05,Jul-24
THE NEXUS,BUKIT TIMAH ROAD,Condominium,21,RCR,freehold,,Resale,1065.64,2509582.2,06 to 10,Jul-24
THE GARDENS AT BISHAN,SIN MING WALK,Condominium,20,RCR,99 years,1997.0,Resale,1205.57,2000040.63,06 to 10,Jul-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,1,CCR,99 years,2002.0,Resale,1033.34,2469682.5999999996,46 to 50,Jul-24
NORTH PARK RESIDENCES,YISHUN CENTRAL 1,Apartment,27,OCR,99 years,2015.0,Resale,1054.87,1788004.65,01 to 05,Jul-24
THE LAURELS,CAIRNHILL ROAD,Condominium,9,CCR,freehold,,Resale,548.96,1314759.2000000002,01 to 05,Jul-24
6 DERBYSHIRE,DERBYSHIRE ROAD,Condominium,11,CCR,freehold,,Resale,527.44,1070175.76,26 to 30,Jul-24
SHELFORD REGENCY,SHELFORD ROAD,Condominium,11,CCR,freehold,,Resale,1151.75,2530394.75,01 to 05,Jul-24
COSTA DEL SOL,BAYSHORE ROAD,Condominium,16,OCR,99 years,1997.0,Resale,1345.5,2339824.5,01 to 05,Jul-24
COSTA DEL SOL,BAYSHORE ROAD,Condominium,16,OCR,99 years,1997.0,Resale,1313.21,2459642.33,26 to 30,Jul-24
PINNACLE 16,SHAN ROAD,Apartment,12,RCR,freehold,,Resale,592.02,1044915.3,16 to 20,Jul-24
SENGKANG GRAND RESIDENCES,COMPASSVALE BOW,Apartment,19,OCR,99 years,2018.0,Sub Sale,764.24,1569748.96,06 to 10,Jul-24
THE GARDEN RESIDENCES,SERANGOON NORTH VIEW,Apartment,19,OCR,99 years,2017.0,Resale,688.9,1200063.8,06 to 10,Jul-24
MULBERRY TREE,MOULMEIN ROAD,Apartment,11,CCR,freehold,,Resale,635.08,1089797.28,01 to 05,Jul-24
RIVERFRONT RESIDENCES,HOUGANG AVENUE 7,Apartment,19,OCR,99 years,2018.0,Sub Sale,462.85,740097.15,16 to 20,Jul-24
SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,Condominium,28,OCR,99 years,1997.0,Resale,1614.6,1564547.4,01 to 05,Jul-24
STARLIGHT SUITES,RIVER VALLEY CLOSE,Apartment,9,CCR,freehold,,Resale,775.01,1628296.01,21 to 25,Jul-24
SEASIDE RESIDENCES,SIGLAP LINK,Apartment,15,OCR,99 years,2016.0,Resale,592.02,1279947.24,06 to 10,Jul-24
TERRASSE,TERRASSE LANE,Condominium,19,OCR,99 years,2010.0,Resale,1108.69,1688534.87,01 to 05,Jul-24
ONE-NORTH EDEN,SLIM BARRACKS RISE,Apartment,5,RCR,99 years,2019.0,Sub Sale,1119.46,2461692.54,06 to 10,Jul-24
EUPHONY GARDENS,JALAN MATA AYER,Condominium,27,OCR,99 years,1998.0,Resale,1463.9,1374602.1,01 to 05,Jul-24
ROBIN RESIDENCES,ROBIN DRIVE,Condominium,10,CCR,freehold,,Resale,1194.8,2828091.6,01 to 05,Jul-24
PARK NATURA,BUKIT BATOK EAST AVENUE 6,Condominium,23,RCR,freehold,,Resale,2863.22,3398642.1399999997,01 to 05,Jul-24
JC RESIDENCE,JOO CHIAT LANE,Apartment,15,RCR,freehold,,Resale,721.19,1088996.9,01 to 05,Jul-24
THE M,MIDDLE ROAD,Apartment,7,CCR,99 years,2019.0,Resale,527.44,1389804.4,11 to 15,Jul-24
THE LAKEFRONT RESIDENCES,LAKESIDE DRIVE,Condominium,22,OCR,99 years,2010.0,Resale,1001.05,1699782.9,06 to 10,Jul-24
THE NEXUS,BUKIT TIMAH ROAD,Condominium,21,RCR,freehold,,Resale,613.55,1190287.0,01 to 05,Jul-24
DUO RESIDENCES,FRASER STREET,Apartment,7,CCR,99 years,2011.0,Resale,968.76,1999520.64,06 to 10,Jul-24
BERKELEY RESIDENCES,LORONG N TELOK KURAU,Apartment,15,OCR,freehold,,Resale,882.65,1479321.4,01 to 05,Jul-24
THE TRILINQ,JALAN LEMPENG,Condominium,5,OCR,99 years,2012.0,Resale,538.2,890182.8,11 to 15,Jul-24
EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 years,2011.0,Resale,699.66,1285275.42,26 to 30,Jul-24
WILKIE STUDIO,WILKIE ROAD,Apartment,9,CCR,freehold,,Resale,1162.51,2288982.19,01 to 05,Jul-24
PARKVIEW APARTMENTS,BUKIT BATOK STREET 25,Apartment,23,OCR,99 years,1994.0,Resale,936.47,943025.29,06 to 10,Jul-24
THE LAKESHORE,JURONG WEST STREET 41,Condominium,22,OCR,99 years,2002.0,Resale,1270.15,1580066.6,01 to 05,Jul-24
PENROSE,SIMS DRIVE,Apartment,14,RCR,99 years,2019.0,Sub Sale,936.47,1949730.54,06 to 10,Jul-24
NOVENA COURT,JALAN NOVENA BARAT,Apartment,11,CCR,freehold,,Resale,828.83,1350164.07,01 to 05,Jul-24
THE PEARL @ MOUNT FABER,MOUNT FABER ROAD,Condominium,4,RCR,99 years,2002.0,Resale,1388.56,2109222.64,01 to 05,Jul-24
STURDEE RESIDENCES,BEATTY ROAD,Condominium,8,RCR,99 years,2015.0,Resale,570.49,1235110.85,21 to 25,Jul-24
THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 years,2007.0,Resale,936.47,1179952.2,01 to 05,Jul-24
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,freehold,,Resale,1001.05,2080181.9,11 to 15,Jul-24
KENSINGTON PARK CONDOMINIUM,KENSINGTON PARK DRIVE,Condominium,19,OCR,freehold,1878.0,Resale,1668.42,2829640.3200000003,06 to 10,Jul-24
D'NEST,PASIR RIS GROVE,Condominium,18,OCR,99 years,2010.0,Resale,2723.29,3379602.89,11 to 15,Jul-24
THE LUXURIE,COMPASSVALE ROAD,Condominium,19,OCR,99 years,2011.0,Resale,775.01,1180340.23,06 to 10,Jul-24
SYMPHONY SUITES,YISHUN CLOSE,Condominium,27,OCR,99 years,2014.0,Resale,1022.58,1299699.1800000002,01 to 05,Jul-24
PENROSE,SIMS DRIVE,Apartment,14,RCR,99 years,2019.0,Sub Sale,645.84,1280054.88,06 to 10,Jul-24
HILLOCK GREEN,LENTOR CENTRAL,Apartment,26,OCR,99 years,2022.0,New Sale,753.48,1839998.16,16 to 20,Jul-24
COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 years,2008.0,Resale,1259.39,1907975.85,06 to 10,Jul-24
PINETREE HILL,PINE GROVE,Condominium,21,RCR,99 years,2022.0,New Sale,764.24,1769215.6,06 to 10,Jul-24
CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 years,1993.0,Resale,947.23,1184984.73,01 to 05,Jul-24
SILVERSEA,MARINE PARADE ROAD,Condominium,15,RCR,99 years,2007.0,Resale,1700.71,3780678.33,11 to 15,Jul-24
SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 years,2014.0,Resale,785.77,1419886.39,06 to 10,Jul-24
THE LAKEGARDEN RESIDENCES,YUAN CHING ROAD,Apartment,22,OCR,99 years,2023.0,New Sale,527.44,1261109.04,11 to 15,Jul-24
THE LAKEGARDEN RESIDENCES,YUAN CHING ROAD,Apartment,22,OCR,99 years,2023.0,New Sale,925.7,2063385.3,16 to 20,Jul-24
THE LAKEGARDEN RESIDENCES,YUAN CHING ROAD,Apartment,22,OCR,99 years,2023.0,New Sale,731.95,1720082.5,16 to 20,Jul-24
THE GARDEN RESIDENCES,SERANGOON NORTH VIEW,Apartment,19,OCR,99 years,2017.0,Resale,796.54,1530153.34,01 to 05,Jul-24
TEMBUSU GRAND,JALAN TEMBUSU,Condominium,15,RCR,99 years,2022.0,New Sale,527.44,1360267.7600000002,11 to 15,Jul-24
QUEENS,STIRLING ROAD,Condominium,3,RCR,99 years,1998.0,Resale,1184.04,2170345.32,26 to 30,Jul-24
BRADDELL VIEW,BRADDELL HILL,Apartment,20,RCR,others,1978.0,Resale,1614.6,1654965.0,16 to 20,Jul-24
VIVA,SUFFOLK WALK,Condominium,11,CCR,freehold,,Resale,1517.72,3650116.6,06 to 10,Jul-24
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 years,2013.0,Resale,441.32,967814.76,21 to 25,Jul-24
DAKOTA RESIDENCES,DAKOTA CRESCENT,Condominium,14,RCR,99 years,2007.0,Resale,1022.58,1875411.72,16 to 20,Jul-24
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 years,1999.0,Resale,1334.74,2569374.5,01 to 05,Jul-24
VERANDA,LORONG K TELOK KURAU,Apartment,15,OCR,freehold,,Resale,1248.62,1880421.7199999995,01 to 05,Jul-24
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 years,2016.0,Resale,667.37,1238638.72,06 to 10,Jul-24
WATERVIEW,TAMPINES AVENUE 1,Condominium,18,OCR,99 years,2010.0,Resale,925.7,1399658.4,11 to 15,Jul-24
KOVAN REGENCY,KOVAN RISE,Condominium,19,OCR,99 years,2012.0,Resale,592.02,930063.42,01 to 05,Jul-24
CASA AERATA,LORONG 26 GEYLANG,Apartment,14,RCR,freehold,,Resale,592.02,898094.34,01 to 05,Jul-24
